user_id,question_id,answer,study_id
7,101.d,In my opinion it is more important the PFS OS than ORR. [thinking?] My perception is very good with the secondary endpoints. I know the clinical trials this specific clincial trial using ORR because it is an open label single arm phase2 in this case it is usual to this primary endpoint but in my opinion it is more important the secondary endpoints in this clinical trial. [why OS and PFS more value?] In my opnion the PFS.,DAI475
7,101.f,"[thoughts on values shown here] additional values are toxicity the safety profile is quite good. [thoughts on safety?] maybe the only concern in safety profile is the pneumonitis because it is the only imporant toxicity, the prognosis is more difficult to understand to know what is going but the rest is managable , aneamia, nausea, diarrhea is not important. ",DAI475
7,104,"[how think about trial 1 for value of product?] I think the most important for the regulatory aspect will be the OS and PFS. [different dosing still helpful?] yes, [why?] because in my opinion they are very robust results, the OS, the PFS and duration of response and in my opinion they are valulable the results in this product [makes results more robust?] maybe in the future we can design we can design a randomised trial with docetaxel as comparator but I don't think it is necessary to perform this clinical trial based on these results",DAI475
7,105,"Yeah more details for the determination of the mutation or the, the determination of type of mutation analysis, the more details of the type of the analysis, immunohistochemistry, FISH, NGS, more details about the type of determination of HER2 disease. [subsets within her2] more about the molecular diagnostics and the type of the analysis you use this specific brand or other one you know it is important the diagnostics is QoL data ever valuable to you?] in my opinion it is enough the OS the PFS and safety profile. the QoL in these patients, maybe another situation with comparator or not but in my opinion it is enough with the safety profile data. [any other safety data you want to see?] maybe more the data about the pneumonitis and ILD because this aspect related to the interstitial lung disease could be important for the clinicians, what type of patients, treated previous with IO or no or radiotherapy(?) it is quite important the identification of these patients with lung toxicity.",DAI475
7,106,"I think maybe 3 or 4.,I think it is more than we currently have but the increase of the OS and PFS is modest it is not more than one year for example.  [what would be more than modest?] modest is between 6 and 9, more than 9 to 12 mo is significant and more than 12 mo is a breakthrough innovation. [so driven by OS and PFS?] yes speaking about the PFS data. [benefit on OS indirect comparison in your head to docetaxel?] the problem in a way of OS when you use sequencing lines we could have bias in the interpretation of the OS and in my opinion in this case it is better used PFS okay according to improved OS but the first step is PFS [absolute value used?] not so much an absolute value but it is quite indicative [not 9mo on top of SOC?] when we use the 9 mo or 12mo we assume that there is some bias in the selection the patient maybe performane status and then is this the top comparator or options including docetaxel okay we can reduce the cut off of this modest or significant but more related to the specific population for example with high comorbidities maybe we can use less cut off in this case could be important the improvement at 9 mo but this is a general approach.",DAI475
7,107,"[national guidelines you look at ?] we have local national guidelines in ES, in general it is more recent than the esmo guidelines but quite simialr in the definitions than the esmo guidelines. In some cases for example in esmo gudelines, in some cases for example in esmo guidelines the BRAF is approved or recommended with inhibitors in BRAF but in ES it is not approved BRAF imhibitors so maybe there are some variations but in general they are quite similar than the esmo guidelines [included in guidelines ofr product x?] this I would question. the only comparator in this approach is BRAF in this case in ES it is not approved, maybe HER2 disease and HER2 treatment has better results than the BRAF inhibitors and also it is a small number of patients maybe it is approved but maybe it is not. [so if approved and reimbursed in ES maybe yes maybe no?] my understanding is it will be approved will we use this drug.",DAI475
7,108,"[if it is approved and reimbursed would you physician expect to prescribe it? How many 2L?] This question is related to the previous one I answered you because it is related to diagnosis. Because it is not in the current panel of diagnostics this determination, for that I insist it is quite important the diagnosis even than the treatment but the diagnosis is important because if you don't diagnose this patient you dont use this drug and this is according the diagnosis and treatment. [so right now diagnosis not reimbursed because to identify them you need to diagnose them?] totally this is the question and then if we identfy this patient we will treat this patient but the first step we have to identify this patient.  [wuld product reimbursement help with diagnosis reimbursement?] The problem in ES that the diagnosis testign and apporval is a parallel system because the diagnosis is according to the local level at the hospital, according to the pathologics and the general manner also in my country the pharmas are supportive of the diagnosis and then could be some variability in the diagnosis in the hospitals because the approve the drug is independent of the diagnositic test. [diagnostic at local and drug at national?] it is not according to the financial level of the hospital it is more related to other decision maybe (cannot make out 38:50) for example the pathologies dont know anythign abotu the new drug and they spend more time to perform this test in the lab. maybe this could (cannot make out)",DAI475
7,109,[follow up 1L trial would it impact 2L perceptions] the history and the treatments wit the patients are according to the sequence  and when you asked me about the unmet needs in 1L and 2L I mentioned before the importance of the sequence we will use in the 1L some drug we won't use the drug in the 2L. this is the question the question is the sequencing in the approval. [data published for 1L but no chnage to ema label impact on perception of drug?] yeah we have more data we have more robust decision to use this drug for example we have the approval in 2L and we have more data in 1L with good results this data supports the use in 2L yes.,DAI475
7,176,no no I think it is a good drug and a need for our patients maybe in the future some combination in this drug could be useful [combo with other drug?] yes that [what will be future 1L SoC] The best option is to try to understand untreated patients in 1L because the patients in this case are in better confitions than in 2L. My suggestion is to investigate some combination without ChT in 1L [because of side effects?] yes,DAI475
8,86,"I don't remember the exact numbers, but generally, if you consider 3-4% NSCLC patients diagnosied with her2 mutation. The 2L is not going to be more than half those patients. It's difficult for me, I don't know how you calculate 300 patients. [your perspective is useful] HER2 mutation is probably 3-4%. 3/4 years ago we didn't have all this information. HER2 mutation and insertion are recently explored mutations and we explore them more and more now and we are investigating more so the percentag will surely increase. HER2 mutation is very heterogenous. We need to investigate this mutation more for sure. [When you say heterogenous, are you saying outcomes?] I mean is the type of mutation for sure but also patient outcomes. One of the most recent drugs investigated, enhertu for example, you have the cohort with exon 20 and the activity also with her2. Very heterogenous mutation. I don't know that the outcomes are the same. I think it differs a lot.",DAI475
8,87,5,DAI475
8,87.a,"When you say clinical burden you mean? [morbidity, mortality, symptom burden] already in comorbidity its an important type of co-mutation. I think this will change soon in next clinical trial designs. There is a plethora of heterogenised mutations. Burden of disease depends on these heterogenised mutations. A her2 exon 20 mutation does not have the same burden as other her2 mutations. Exon 20 has very high burden of disease",DAI475
8,87.b,"[what drives burden for those patients?] CNS, brain metastases. Also, these patients have pleural effusion and locally in the thoracic part they are more... we have done a small analysis in our patients with HER2 and for exmple the pleural and periocardial effusions are one of the big problems and the brain mass. Also, her2 exon20 compared to other exons activated mutations it's like when you have a patient with classic EGFR mutation but has co-mutations, they are very similar and have all these burden of disease. But different to other point activated mutations where the burden is lower.",DAI475
8,88,5,DAI475
8,89,2,DAI475
8,89.a,"I have a suggestion - right now there are new ESMO guidelines related to targeted mutations. It was just outside one week ago. I didn't like the new guidelines, they are not at all written in the right way [what do you like and not like about the updated guidelines?] I have to comment this, here in Italy compared to FR and DE everything changed. Wildtype patients without taget therapies are divided based on PDL1, patients with high PDL1 undertake immunotherapy alone. Patients with low PDL1 undertake chemotherapy based on squamous or non-squamous and the combinations are based on checkmate 9LA, and the k-note 170 and 171, these are the only approved. Here you wrote PDL1 + bevacizumab + chemotherapy but here it's not approved [beva not approved or used in IT?] no. After that we go to the 2L and 2L for patients who receive chemo alone in 1L is simple, it's platinum based therapy so for us it's another kind of 1L. We consider it 1L chemotherapy. Patients who receive chemo immunotherapy which can be short chemotherapy combined with anti-PDL1 or long chemo with anti-PDL1 receive 3L. We are conducting a lot of trials in 3L. For us its 2L, every patient without xxx mutation has to undergo chemoterhapy or immunotherapy sequentially or in combination. After that, what do they receive in IT? Docetaxil is the standard of care in case of brain lesions, this is our actual 2L [is that for HER2 mutation as well?] the problem is there is an unmet need because we have a historical problem here, we have some of the centres that have the different destiny trials that are open. Obviously, when we have possibility to put patient in the targeted trial we will but no drug is approved for HER2 mutation in IT, even in 2L. It is obvious we know the activity of what we have reached. Compared to other treatments, we don't know the history, there is a sad story with poticinib which i dont think FDA will approve. There is sad story with moboteni I don't know the EXCLAIM results in HER2. There is a good story with trastuzumab durextecan, but there is a long need for HER2 antimutation drug. If you imagine, Destiny lung 4 will become SoC. Their immunotherapy is debatable, we don't know their efficacy because we sent to ASCO last year data and we know patients with HER2 do not respond well to immunotherapy and we need to explore more and more targeted therapy. If we had a trial now, I'm hoping a trial related to this drug. [What on the updated guidelines did you not like?] they didn't follow the same line, what I'm saying is ESMO is EU guidelines. In IT we have AIOM, the ESMO guidelines have revolutionised how they write the guidelines and they put it in this presence of oncogenic drivers mutation. KRAS, HER2, RET, MET, which actually for... they did a great mistake because the indication for entrak was not the first indication because it's already approved in IT an anti-entrak (?). For HER2,, KRAS, they didn't include... for RET for sure we need to have in 1L the target therapy. All the trials are ongoing and it's obvious they will be positive. The trials are open, we don't know, we don't have this evidence.  You cannot say that normal guidelines will say if you target therapy refer to this trial in 1L. Even FDA did not approve in 1L any drug for this mutation. If following biological idea, please, if you see trial with RET or KRAS refer it immediately to clin trial, but the guidelines today are with target. They didn't follow ame guide as for indication. HER2 is one of them. You cannot say it in 1L because we don't know especially in 1L. The foolish thing is KRAS, we approved it in 2L in Italy. Codebreak 2 didnt obtain all these fantastic results. If you have a trial everyone will feel comfortable referring to a trial even in 2L. This flowchart you need to add entrac (?) it's approved, first line in patients with entrac rearrangement.",DAI475
8,89.d,"It's a hole, we don't have nothing. There are some clinical trials and most of them failed to demonstrate a lot of activity for HER2. They was running together with eGFR exon 20 insertion. They were more positive for eGFR. For HER2, everything remain there. This is the story of mobochetinib, porotinib. for trastu dex a different story. We need more trials and more drugs but pay attention to heterogeneity of this mutation. This can lead to design failure of the trial. I know HER2 is rare but very heterogenous compared to the others",DAI475
8,90,5,DAI475
8,100,"I have a question - the mOs is an objective here? 16 months? are we expecting the drug to give an OS of 16 months? [hypothetical outcomes, if drug were real, what would you think] ORR of 60% in 2L is very high. We are very happy with 50%. mOS of 16 months in 2L is very high, 12 months is good enough. mPFS of 7 omnths can be okay. Also, here it depends on the type of HER2 mutation. For exon 20 insertion and in 2L lower mPFS its not troubling me because 2L. mDOR is a good history. The problem with the new generation mutations is the mDOR because every time is lower. I can say I am happy but would be happier to have 10 months. [Are you saying for new gen of mutations the mDOR is lower after exposure to treatment?] yes, but after exposure to treatment not expecting it so much. The mDOR is the calculation of time of response after patient has initiated a response. What I have expected, what is the problem of the new drug in these new generation mutations? The problem of these drugs is even if you obtain a good response, you do not have a long median duration of response. In the history of eGFR exon 20, many phase 1 trials are working on these outcomes as these outcomes are important. There are people who do not respond even in 2L but if a mutation responds, why does it not stay for some time? We as clinicians are taking mDOR into account more now.",DAI475
8,101.b,"For me it can be single arm, it matters to me more the covered mutations, the more the better. I think one of the problems of previous trials is they mix all types of HER2 mutations. Previous investigation related to the biology and response of all types of her2 mutations are interesting to understand for example which are more responsive etc. Without considering amplification? That's another story",DAI475
8,101.f,"Drug related 50% is quite high but this case, 5% anaemia, 5%... Pneumonitis 2.5% is not too high. I am interested to know which are the percentages of the other types of mutations? If you have 50% it means I can count here only 17% I don't know which type of other but obviously interesting to know because if neutropenia not a big deal because we can give treatment. Pneumonitis 2.5% [are there specific concerning ones?] No, the only unattractive thing is the %, 50% is high. However, I mean pnuemonitis ILD 2.5% is acceptable to compare also to enhertu or for example other anti-eGFR.",DAI475
8,105,"subgroup analysis of HER2 mutation, and if there is a possibility for multiple cohorts. Also, information on which therapy is allowed in previous lines. [QoL or PROs?] can be interesting to understand QoL but depends. I think most important is safety related data and the division between acute toxicity compared to late toxicity reporting. Another thing is the way the drug is administered [what are you thoughts?] the more simple the better but I see here infusion, obviously subcutaneous could be another route  [self administered?] not important to be self administered. Outpatient subcutaneous is better.",DAI475
8,106,"4.5,Between 4-5 but not related to unmet need because that is a 5. The most important thing related toâ€¦ I have a question related to the breakthrough innovation is because if placing drug in 2L in patients already received HER2 drug it's breakthrough. But if placing after chemotherapy or chemo immunotherapy, still great option but we all hope this will not be the next practice. Related to slide 10 and the cohort which previously received her2 or not anti-her2 is very important",DAI475
8,107,"[would it be included in the IT guidelines if reimbursed?] depends also on the time. If the destiny lung 4 trial is positive in 1L everything will change but if this drug is allowed after anti-her line and after platinum based therapy. It is needed as another option in those previously receiving therapy. If you run this trial now and the results will be available in the next 2 years for example, it can be possible this drug will be approved also after chemotherapy. The problem is things will change as I think the DL04 trial will be positive and the anti-her2 drug can be approved in 1L and if it happens the story will chnge here [so if a diff drug comes to market and approved for 1L her2 then the potential use of this drug is this ight not be used 2L if you have 1L drug but if prod X comes to market tomorrow you would use it?] yes",DAI475
8,176,"The recommendation is always when we think about it we have to think about the historical timepoint and where we are not and how things are moving. There are many trials here but nothing has progressed to be approved. Compared to others, HER2 will be the only one approved in 1L directly compared to the other drugs but not in the previously treated. it's contradictory to the other. With the destiny trials everything has moved very fast, We need to quickly think. Anti HER2 will come faster probably than other drugs",DAI475
9,1,"Yes, I'm not very aware. I'm not a specialist of this disease but I saw recently a document about early access of Enhertu and I think it is indicated in it's early access program for  3L population. And the target  population was about 100. So I think this is right",DAI475
9,1.b,"No, they dont take into account the market share because the economic committee thinks it is not their role to define which part of the market will go to this pharma company. It's not their perspective. Their perspective which is considered in the target population is in term of potential of population, the world population, the eligible population so there is no contestation.",DAI475
9,2.a,"4,4,5",DAI475
9,2.c,"I know that gastric cancer is not the best one in terms of therapeutic options and we still have improvement to do, in particularly in HER2+ patients where we know that this marker is linked to poorer prognois. So for that reason I think there is a high unment need. [Poor prognosis and limited treatment options?]  Yes. And poorer prognosis. When you look at the therapeutic impact of the current existing drugs, it's quite poor. I know that in all the cancers now, we are improving. But, really in this cancer we need more improvements.",DAI475
9,2.c.i,I think that the need is increasing with the lines of therapy - I thought the arrival of immunotherapies would have brought better than they did. We still have high need in 2L. And when you progress in 2L the options are reducing so the  need is higher. Proportional progression as you go through the lines.,DAI475
9,3,"4,4,3",DAI475
9,4,3,DAI475
9,4.a,"I just accept these but my own judgement is that erm. I'm not an expert of the disease to answer. My own judgement is that we need  to sophisticate the approach thanks to the oncologic makers. I think its quite poor only to have to dose the PDL, the HER, and then lose options. But I am not an expert of the disease to curate this kind of answer. [Like NSCIC,  different type of oncolologic drivers?] Yes, I think it show that we still still need something to clarify the situation. When there are so many options derivating from previous ones its not completely satisfying. But, that's my own opinion. [if we can, start to look into oncologic markers and have more targeted options to meet the unmet need]  Yes, that's only one opinion, and again I am not an oncologist. But, it seems a little bit like cooking. In this kind of therapeutic area, when you don't have very obvious improvements, so you are like cooking, you try different things. We are still at this stage. ",DAI475
9,4.b.i,"No, they are still negotiating the price in very difficult and tough conditions. The current context is even tougher, I think. There is high price pressure. Not on the actual the price, but on the net price. And they have a competitor, so it's not really easy for them. Even if they are early access. [Do they have a competitor?] No, in the lung indication, not the gastric one. But they are negotiating for lung cancer now, not the gastric one. But of course, ENHERTU will come for gastric. ",DAI475
9,5.a,"4,4,5",DAI475
9,6,"I knew that new products HER2 were coming, I don't know yet exactly their profiles. I am making some new discoveries. I think it is a good thing because HER2 seems to be a relavant marker in this disease and is associated with poor prognosis. So it makes sense. So they are coming within a short time period. So, it's going to be interesting.",DAI475
9,9,"at this stage, as usual, I think OS is indespensible to establish the real added value of the product. But of course we know that it's sometimes difficult to get the definitive data on this, so PFS can substitute for it, but they need to know they will get adequate time for the OS. [Would you expect landmark OS, in the case of immature data?] Of course. What is important is OS is there in h clinical development plan and statistically analysed. Can be secondary EP but with high level stat analysis. PFS can be primary EP. Response is a good, clasical indicator too. And QoL. We always repeat the same message, but it's important for the French.  But not in all conditions and only if interpretable, which means you have to be rigorous in the way it is measured. It has to be on a scale which is validated. It has to be included in the analytical protocols. And if you don't get that, they will not read. QoL, all PROs, etc, they are very required in oncology. ",DAI475
9,11,"Primary EP, why not - if OS is secondary with high level in stat analysis, which it appears to be, which is fine [what do you mean?] when you do your stats you need to do your secondary so its powered so you can see if stat significant. Your clinical trial should be in such a way  that the secondary EP, OS, is interpretable. Trial A, I would say that it makes sense to be open label because physicians choice in comparator. Its a pity to have phase II only but classic for early access.  Yes, the criterions are the right ones. When you come to market with an innovative drug, often you benefit from early access from he registration. Fast track, and then you only show phase II at the level of evaluation. Often nowadays that you show or the evaluation is only made on phase II. That's a pity because it's less powerful but usual, cannot reject based on this. The criterions are the rightones. QoL is lacking or not show but is very important to show I am a little surprised by the importance of the safety data, whcih is not so good. 80% grade 3 is a lot more that comparator. It's something to consider. Maybe, it would be important to learn more about these Grade 3+ AEs.  So it seems the tolerance is not so good, and the efficacy is statistically significant and acceptable at the clinical relevant. It will be clinically relevant.",DAI475
9,11.c,"I saw the asterisks and saw Belgian, Italy, Spain [Anais clarified]  Well, the incidence and prevalence of disease is higher in Asian countries . Its about the metabolism of the drug, Idk if influenced by acetylasation. If question of difference in prevalence, thatâ€™s fine, but if difference in metabolism of the drug then might influence. But I am not enough of a specialist to answer this question. You should check. [the baseline characteristics of the patients are similar] If you look at the ENHERTU population in gastric cancer.... I don't want to mistake. I don't remember really. It tell me something with Asian populations. It will be interesting to check with other trials [What's the worst that could happen?] influence ASMR level - If there is really a diff in metabolism of the drug, which is related to the incidence of the Asian profile, they could reject by saying I'm sorry but the data doesnt correspond to the population. If there is a mix of populatin with too many asian within the profile could influence to moderate SMRrating at most, but no more. It's important to check. 2nd point about the ASMR would be the  influence on safety. The TC likes to remake the efficacy / safety profile ratio, related to grade 3 events. They could question the efficacy / safety ratio. It depends really. Do we have the number of deaths? Yes, one. If this is not the case, I guess it could be acceptable.That's a question mark to validate. SMR could be level IV, depends on importance of ... to rephrase, if we have a problem of metabolisation, which is influenced by the asian profile, I think it'll be a question of go or no go, reject or accept. If accept, that wont impact SMR. But what could influence the ASMR is the tolerancy profile by saying the efficacy / safety profile is not important but moderate.  If that is the case, it is possible to get SMR of moderate, and not important. So, question mark on safety. The ASMR would be a IV based on these EPs, 4 months of OS.",DAI475
9,11.d,"if OS is secondary with high level in stat analysis, which it appears to be, which is fine [what do you mean?] when you do your stats you need to do your secondary so its powered so you can see if stat significant. Your clinical trial should be in such a way  that the secondary EP, OS, is interpretable",DAI475
9,12,"Single arm, open label, 100 patients. There are US and EU populations. That could be good to prove similar survival as  the first trial [say in trial B showing similar efficacy?] Yes, but it is not strong proof ofc, element of context to show that there is no problem. Because thethe results are very similar and same place in therapeutic strategy. Of course we don't have comparison, but it's quite consistent. Could be good supportive demonstration. [Are you ok with ORR as primary? Or do you think it is not the right one?] I think it is a good one because I remember that there is a poor level of response in this disease with current level of therapeutic. So to have  40-50%, it's a good thing.It's always better to have OS as the primary. Often afraid not to get it at the time you want the product to be assessed.",DAI475
9,12.b,"[Is the lack of a comparator a problem? And, if there is a clinical comparator, what should it be?] Yes itâ€™s a problem, physician's choice would be the best choice. You have to adapt the right treatment to the right profile of patients. It is difficul to determine one single treatment in that case.   [What could be the problem with single arm?] If only a single arm trial, it can be an important problem. Unless  you can justify single arm because no treatments available but it not (as the case here) then it cannot be the unicorn.  So trial A would have to be in the evidence. Then trial B, what is it interest. I didn't capture that at first sight, but thinking of it, we can use it again to justify that the asian population inclusion is not a problem within the clinical setting.  You cannot say there is no currently used treatment in this thereapetutic strategy, so single arm is poor in the demonstration, cannot lead to ASMR [ASMR V basically?] Yeah. In the TC is currently working on this topic because we know that the coming therapeutic innovation will come with more and more often, poor data due to the very fact that they are very innovative, so you can justify it. Even with that the TC has a big problem to resolve. How to measure the ASMR, that's not so easy. [What if Trial A is pivotal trial and Trial B is supportive, so more weight to A?] I would prefer it. The clinical trials which is the most important, which you want to elaborate and demonstrate your therapeutic added value. And the supportive one is used to reinforce one point. I think it would make sense [why would it make sense?] [He thought the other way round so Anais clarified] I would reverse it. [Do you think that would influence the TC?] I don't know exactly what that means when you are pivotal or supportive. Does that mean you have less robustness?That's a key question you know. If you can explain that historically you first went with pivotal trial B and then estimated that you could do a comparative trial and that you are bringing a supportive trial as a supportive range, then tell this kind of story. Maybe, you can explain. I don't think it means anything about the robustness.",DAI475
9,12.b.i,"[What would that include?] According to guidelines you showed, there are many choices cyramza could be a good one, taxane irinotecan, PD1, all the mentioned ones.",DAI475
9,13,"QoL is lacking or not show but is very important to show I am a little surprised by the importance of the safety data, whcih is not so good. 80% grade 3 is a lot more that comparator. It's something to consider. Maybe, it would be important to learn more about these Grade 3+ AEs.  So it seems the tolerance is not so good, and the efficacy is statistically significant and acceptable at the clinical relevant. It will be clinically relevant.",DAI475
9,14.a,"[What if Trial A is pivotal trial and Trial B is supportive, so more weight to A?] I would prefer it. The clinical trials which is the most important, which you want to elaborate and demonstrate your therapeutic added value. And the supportive one is used to reinforce one point. I think it would make sense [why would it make sense?] [He thought the other way round so Anais clarified] I would reverse it. [Do you think that would influence the TC?] I don't know exactly what that means when you are pivotal or supportive. Does that mean you have less robustness?That's a key question you know. If you can explain that historically you first went with pivotal trial B and then estimated that you could do a comparative trial and that you are bringing a supportive trial as a supportive range, then tell this kind of story. Maybe, you can explain. I don't think it means anything about the robustness.",DAI475
9,20," [What do you think would be the ASMR level based on this?] If you bring both, they would not consider the trial B in the ASMR. They only support their demonstration of added value on one of the trials, and not all of them. So, I think the clinical trial that would help elaborate the ASMR woudl be Trial A and not Trial B. Now if the question is only having Trial B, what would be the ASMR level? I would say maybe you would get an inssuffiecient ASMR because they would blame the fact that you did not bring comparative data. [And if it is justified with trial B then maybe moderate?] Again, I think they would give insuffiencent SMR and not moderate, saying that you should have shown comparative data. Without that they are not able to accept this new drug in the therapeutic strategy because  it's place  is not really confirmed. They could say SMR moderate with ASMR V because without comparision it is impossible to generate ASMR. So those are the two options.",DAI475
9,20.a,"[In that sense, they could do subpopulation restrictions? Approved in 3L+ but not 2L?] Oh yes, you're right, no I didn't pay attention that its only 2L in trial B. That is why the level of adverse event is less important in trial B. Maybe they could exclude 2L. Which indiciation are we asking for? 2L+ [Yes] For sure, they could only validate in the SMR level for reimbursement for 3L+, saying that for 2L+, we don't know where we are based on the data. [Could it be the case that they are in liste in sus based on trial a and not trial b?] It could be the case. If they do not want to do so, thinking that they need a product in 2L and so on, at the best option we can get SMR moderate in the 2L with ASMR V. We can get ASMR IV with 3L and V with 2L. [The 2L would not be in the liste en sus?] Yes, of course",DAI475
9,24,"When you donâ€™t submit whole pop, you have to pay rebates for the indication u didnâ€™t submit as a penalty. The economic committee is allowed to unilaterally decide for rebates. So, in order to oblige the pharma comps not to sequence the different indicatons. That is totally stupid, but we didn't manage to reserve the situation  during the negotiations, but it's totally stupdi and a fact. You have to think about that in your strategy. Not inhibited but economic committee could ask for rebates for non-reimbursed indication",DAI475
9,25,"When you donâ€™t submit whole pop, you have to pay rebates for the indication u didnâ€™t submit as a penalty. The economic committee is allowed to unilaterally decide for rebates. So, in order to oblige the pharma comps not to sequence the different indicatons. That is totally stupid, but we didn't manage to reserve the situation  during the negotiations, but it's totally stupdi and a fact. You have to think about that in your strategy. Not inhibited but economic committee could ask for rebates for non-reimbursed indication",DAI475
9,28,"I think this kind of product, with a quite high level of AEs, would be under observational study or real world data. That would be interesting to check the tolerancy long term. [The TC does not usually go for these kinds of agreements. I can't see them seeing do risk-sharing agreements] First, you must ask the question is there anything valuable on the efficacy that could be checked in the real world. And on that you can elaborate on something. But, if that is not the case and you showed data and there is no doubt of transposibility of data on the real world, it's difficult... Ok, there is only 50% of responders. Do you want to pay back for the patient that do not respond? That would be very complicated. [",DAI475
9,69,"If we are in ASMR IV, we will negotiate the price based on the comparator price. So, the key question is what is the comparator that will be considered in the pricing negotiations. We would have in this design an ASMR IV in either therapeutic strategies. You do not have one single designed comparator, so you cannot say this product or this product. It will depend the physician's choice. The question behind that, what is the drugs coming into the therapeutic strategy. What is usually done is to calculate a mean price according this therapeutic strategy and according to the different market shares of the different products. So you would have maybe the PDL1, that would help for including the price. But of course, all the chemotherapy will decrease it. So you have to calculate that. And if the comparison price is too low and does not allow for coming in the market, then you have to convice the economic committee to go to another kind of comparator, which is called economic comparator, and then it's another choice, with something with a rationale of course. [We assume a 40% discount from the list to the net? Is this aligned with your understanding?] That seems to be right. If you refer to the reports of the economic committee, it's in the range. But, you have to know that this level is increasing every year. You have many products in oncology which are nownegotiated with a 50%. Maybe it would be more carefult to say to between 40-50%. It depends on the high of your actual price.",DAI475
9,73,"(Using 40-50% discount) Considering Cyramza, old chemotherapies, and Pembrolizumab, I would say something around 30,000 euros. ,In the case that we should consider an economic comparator, an economic comparator which is current is to refer first to the previous line. In the previous line you can consider Pembrolizumab or Ramucirumab, but that doesn't mean it will be the unique one to consider. So maybe what could be done is to refer to the 2L price by doing this ratio of market share and mean price of the 2L and say that we ask for something between this mean price and something more because we have a reduced population than in the 2L.",DAI475
9,79,"I think that could be the right trial to justify the 2L reimbursement. If you show us the first step, trial A to get the reimbursement for 3L, it would work like we would mention before. You would show at the same the single arm trial for the 3L, but you can say we have in development Trial C. We will show you the final results when we get them, maybe to help for having the remimbursement for 2L. Then comes this  RSA, not exactly RSA  but accomodational SMR on the 2L. With the accomodation, you should provide this clinical trial at a certain time. This would have to reinforce the 2L reimbursement status.",DAI475
9,81,"[Does that mean they would have price renogetiation?] Yes, they would have a new rendevouse with the TC to show the data and confirm. And with the economic committee, they would discuss the the accomodation of rebates due to including 2L from the first step. If the HAS is confirming the results for 2L, I don't know the reason why the economic committee would go back to that. [What does that mean?] If you include the ph II in the pricing negotiation, so the rebates will be based on the whole population. Then if you confirm that you that you transformed your condititional undefined situation thanks to the definitive results, there is no reason for the economic committee to change the price, even if the economic committee like to benefit from each opportunity for decreasing price, but there is no rationale for this. [Could we get a better price?] No, it's not realistic. [WIll this negotiation be automatic, or will it have to be initiated by the manufacturer?] In practice, you have several cases of accomodational SMR, that's not the same for ASMR, but SMR is quite classical. The HAS asks you to provide the data after 2 years, or the term negotiated, and if you don't do so you lose your SMR. If you just show data to confirm the SMR, and they tell the SMR is not conditional anymore, but definitive and that's it. And mechanically, the economic committee is informed by the HAS and can decide to ask you to come to it or not. In that case, there is no rationale for changing the situation as it has been negotiated previosly. Getting a better price, that is even a little constrained because when you broaden the population, you get a lower price. The only way to get better price by adding a new indication to get a better ASMR level. In that case ASMR IV, is the same. If there is a risk in terms of pricing negotiation by adding a new indication, is to lower the price, not to increase it. But of course the accomdations have previously negotiated with the 2L, there is no risk.",DAI475
9,81.a,ASMR IV,DAI475
9,87,4,DAI475
9,88,5,DAI475
9,89,3,DAI475
9,90,4,DAI475
9,100,"I don't understand why they didnâ€™t provide a comparative clinical arm. Very poor.  I would have have chosen the pragmatic choice of the physician's choice. Not showing that comparative data will be difficult to accept. So, there is a high risk that the TC reject it and say I'm sorry I cant situate you in the therapeutic strategy, and by consequence it is not possible to reimburse you in the 2L. [targeting HER2 of which there arent any options at the moment] There are options and you want to be a new option, but you are not able to be compared to the different, current existing options. What is the interest in your drug? Why should the TC accept you to come to the market, they dont know if you dont do worse given the AEs which are not neglected in this area. [so insufficient ASMR?] yes.",DAI475
9,110,"I don't understand why they didnâ€™t provide a comparative clinical arm. Very poor.  I would have have chosen the pragmatic choice of the physician's choice. Not showing that comparative data will be difficult to accept. So, there is a high risk that the TC reject it and say I'm sorry I cant situate you in the therapeutic strategy, and by consequence it is not possible to reimburse you in the 2L. [targeting HER2 of which there arent any options at the moment] There are options and you want to be a new option, but you are not able to be compared to the different, current existing options. What is the interest in your drug? Why should the TC accept you to come to the market, they dont know if you dont do worse given the AEs which are not neglected in this area. [so insufficient ASMR?] yes.",DAI475
9,112.c," [If that product was included within the ESMO guideline, would that help?] They would regret that this drug is not better, supported by data. But they cannont go against their doctrine. [Do you think they could get an exceptional cost?] Maybe yes, if the clinical dossier is showing that you are waiting for another complementary clinical trial that would be comparative. On the basis of this data, maybe the HAS would agree to say that there is a presumption of innovation, knowing that one day or another that you will show ph. III comparative data. But if the dossier is limited to that, then no, even in an early access program. [If they come with ph. III randomized, comparative data, could it help with the TC assessment and gain conditional SMR?] In that case, you are able to determine SMR and ASMR, because you have comparative data. [What if data is not ready by launch?] No, the TC gives sometimes give conditional SMR when they are waiting for confirmatory data, but knowing that the first data, which is shown as sufficient. Here, I am quite sure they would not accept that because there is no data to show to help make the TC confident with this product at the first time. I think they would say that is good, but we are going to wait for it. There would be no price because they do not want to take the risk. At that time, with only this data you do not know where you are.",DAI475
